dir,movement_label,movement_value
./../data/trailer_zoom/tt2023620_shot_0056.mp4,Push,2
./../data/trailer_zoom/tt2023650_shot_0002.mp4,Push,2
./../data/trailer_zoom/tt2023659_shot_0018.mp4,Push,2
./../data/trailer_zoom/tt2023659_shot_0052.mp4,Push,2
./../data/trailer_zoom/tt2024351_shot_0024.mp4,Push,2
./../data/trailer_zoom/tt2024354_shot_0043.mp4,Push,2
./../data/trailer_zoom/tt2024354_shot_0068.mp4,Push,2
./../data/trailer_zoom/tt2024469_shot_0013.mp4,Push,2
./../data/trailer_zoom/tt2024519_shot_0069.mp4,Push,2
./../data/trailer_zoom/tt2024519_shot_0077.mp4,Push,2
./../data/trailer_zoom/tt2025511_shot_0007.mp4,Push,2
./../data/trailer_zoom/tt2025511_shot_0015.mp4,Push,2
./../data/trailer_zoom/tt2025511_shot_0026.mp4,Push,2
./../data/trailer_zoom/tt2025667_shot_0011.mp4,Push,2
./../data/trailer_zoom/tt2025667_shot_0024.mp4,Push,2
./../data/trailer_zoom/tt2025667_shot_0027.mp4,Push,2
./../data/trailer_zoom/tt2027138_shot_0028.mp4,Push,2
./../data/trailer_zoom/tt2028530_shot_0003.mp4,Push,2
./../data/trailer_zoom/tt2028530_shot_0008.mp4,Push,2
./../data/trailer_zoom/tt2028530_shot_0012.mp4,Push,2
./../data/trailer_zoom/tt2028530_shot_0016.mp4,Push,2
./../data/trailer_zoom/tt2028530_shot_0017.mp4,Push,2
./../data/trailer_zoom/tt2028530_shot_0021.mp4,Push,2
./../data/trailer_zoom/tt2028530_shot_0031.mp4,Push,2
./../data/trailer_zoom/tt2032452_shot_0003.mp4,Push,2
./../data/trailer_zoom/tt2032452_shot_0004.mp4,Push,2
./../data/trailer_zoom/tt2032452_shot_0010.mp4,Push,2
./../data/trailer_zoom/tt2032452_shot_0025.mp4,Push,2
./../data/trailer_zoom/tt2032452_shot_0029.mp4,Push,2
./../data/trailer_zoom/tt2032452_shot_0032.mp4,Push,2
./../data/trailer_zoom/tt2032452_shot_0066.mp4,Push,2
./../data/trailer_zoom/tt2032452_shot_0088.mp4,Push,2
./../data/trailer_zoom/tt2032452_shot_0105.mp4,Push,2
./../data/trailer_zoom/tt2032506_shot_0005.mp4,Push,2
./../data/trailer_zoom/tt2033952_shot_0006.mp4,Push,2
./../data/trailer_zoom/tt2033981_shot_0038.mp4,Push,2
./../data/trailer_zoom/tt2033981_shot_0044.mp4,Push,2
./../data/trailer_zoom/tt2034139_shot_0044.mp4,Push,2
./../data/trailer_zoom/tt2034139_shot_0062.mp4,Push,2
./../data/trailer_zoom/tt2034139_shot_0068.mp4,Push,2
./../data/trailer_zoom/tt2034139_shot_0079.mp4,Push,2
./../data/trailer_zoom/tt2034761_shot_0029.mp4,Push,2
./../data/trailer_zoom/tt2034800_shot_0025.mp4,Push,2
./../data/trailer_zoom/tt2036401_shot_0001.mp4,Push,2
./../data/trailer_zoom/tt2036401_shot_0002.mp4,Push,2
./../data/trailer_zoom/tt2036401_shot_0021.mp4,Push,2
./../data/trailer_zoom/tt2036408_shot_0053.mp4,Push,2
./../data/trailer_zoom/tt2036408_shot_0054.mp4,Push,2
./../data/trailer_zoom/tt2036408_shot_0063.mp4,Push,2
./../data/trailer_zoom/tt2036408_shot_0077.mp4,Push,2
./../data/trailer_zoom/tt2036408_shot_0088.mp4,Push,2
./../data/trailer_zoom/tt2036408_shot_0090.mp4,Push,2
./../data/trailer_zoom/tt2036408_shot_0111.mp4,Push,2
./../data/trailer_zoom/tt2036408_shot_0112.mp4,Push,2
./../data/trailer_zoom/tt2039369_shot_0017.mp4,Push,2
./../data/trailer_zoom/tt2039369_shot_0037.mp4,Push,2
./../data/trailer_zoom/tt2039369_shot_0049.mp4,Push,2
./../data/trailer_zoom/tt2040367_shot_0002.mp4,Push,2
./../data/trailer_zoom/tt2040367_shot_0038.mp4,Push,2
./../data/trailer_zoom/tt2040367_shot_0042.mp4,Push,2
./../data/trailer_zoom/tt2040367_shot_0056.mp4,Push,2
./../data/trailer_zoom/tt2040367_shot_0062.mp4,Push,2
./../data/trailer_zoom/tt2040367_shot_0064.mp4,Push,2
./../data/trailer_zoom/tt2040367_shot_0070.mp4,Push,2
./../data/trailer_zoom/tt2040367_shot_0078.mp4,Push,2
./../data/trailer_zoom/tt2040504_shot_0018.mp4,Push,2
./../data/trailer_zoom/tt2040504_shot_0041.mp4,Push,2
./../data/trailer_zoom/tt2040504_shot_0049.mp4,Push,2
./../data/trailer_zoom/tt2040504_shot_0052.mp4,Push,2
./../data/trailer_zoom/tt2040504_shot_0084.mp4,Push,2
./../data/trailer_zoom/tt2040537_shot_0018.mp4,Push,2
./../data/trailer_zoom/tt2040537_shot_0023.mp4,Push,2
./../data/trailer_zoom/tt2040537_shot_0033.mp4,Push,2
./../data/trailer_zoom/tt2041331_shot_0005.mp4,Push,2
./../data/trailer_zoom/tt2041331_shot_0006.mp4,Push,2
./../data/trailer_zoom/tt2041331_shot_0041.mp4,Push,2
./../data/trailer_zoom/tt2041331_shot_0050.mp4,Push,2
./../data/trailer_zoom/tt2041331_shot_0068.mp4,Push,2
./../data/trailer_zoom/tt2042449_shot_0004.mp4,Push,2
./../data/trailer_zoom/tt2042449_shot_0015.mp4,Push,2
./../data/trailer_zoom/tt2042449_shot_0025.mp4,Push,2
./../data/trailer_zoom/tt2042449_shot_0046.mp4,Push,2
./../data/trailer_zoom/tt2042520_shot_0010.mp4,Push,2
./../data/trailer_zoom/tt2042520_shot_0024.mp4,Push,2
./../data/trailer_zoom/tt2042544_shot_0010.mp4,Push,2
./../data/trailer_zoom/tt2042544_shot_0027.mp4,Push,2
./../data/trailer_zoom/tt2042544_shot_0028.mp4,Push,2
./../data/trailer_zoom/tt2042544_shot_0078.mp4,Push,2
./../data/trailer_zoom/tt2042544_shot_0097.mp4,Push,2
./../data/trailer_zoom/tt2042559_shot_0013.mp4,Push,2
./../data/trailer_zoom/tt2042559_shot_0021.mp4,Push,2
./../data/trailer_zoom/tt2042559_shot_0035.mp4,Push,2
./../data/trailer_zoom/tt2042568_shot_0007.mp4,Push,2
./../data/trailer_zoom/tt2042568_shot_0009.mp4,Push,2
./../data/trailer_zoom/tt2042568_shot_0025.mp4,Push,2
./../data/trailer_zoom/tt2042568_shot_0042.mp4,Push,2
./../data/trailer_zoom/tt2042568_shot_0052.mp4,Push,2
./../data/trailer_zoom/tt2042568_shot_0061.mp4,Push,2
./../data/trailer_zoom/tt2043865_shot_0088.mp4,Push,2
./../data/trailer_zoom/tt2043893_shot_0001.mp4,Push,2
./../data/trailer_zoom/tt2043893_shot_0033.mp4,Push,2
./../data/trailer_zoom/tt2044729_shot_0020.mp4,Push,2
./../data/trailer_zoom/tt2044729_shot_0022.mp4,Push,2
./../data/trailer_zoom/tt2044729_shot_0037.mp4,Push,2
./../data/trailer_zoom/tt2044729_shot_0038.mp4,Push,2
./../data/trailer_zoom/tt2044801_shot_0003.mp4,Push,2
./../data/trailer_zoom/tt2044801_shot_0043.mp4,Push,2
./../data/trailer_zoom/tt2044801_shot_0058.mp4,Push,2
./../data/trailer_zoom/tt2044801_shot_0059.mp4,Push,2
./../data/trailer_zoom/tt2044801_shot_0111.mp4,Push,2
./../data/trailer_zoom/tt2044819_shot_0015.mp4,Push,2
./../data/trailer_zoom/tt2044819_shot_0041.mp4,Push,2
./../data/trailer_zoom/tt2046136_shot_0007.mp4,Push,2
./../data/trailer_zoom/tt2046136_shot_0008.mp4,Push,2
./../data/trailer_zoom/tt2046136_shot_0010.mp4,Push,2
./../data/trailer_zoom/tt2046136_shot_0011.mp4,Push,2
./../data/trailer_zoom/tt2046136_shot_0012.mp4,Push,2
./../data/trailer_zoom/tt2049448_shot_0016.mp4,Push,2
./../data/trailer_zoom/tt2049448_shot_0030.mp4,Push,2
./../data/trailer_zoom/tt2049448_shot_0042.mp4,Push,2
./../data/trailer_zoom/tt2049636_shot_0005.mp4,Push,2
./../data/trailer_zoom/tt2049636_shot_0010.mp4,Push,2
./../data/trailer_zoom/tt2049636_shot_0016.mp4,Push,2
./../data/trailer_zoom/tt2049636_shot_0037.mp4,Push,2
./../data/trailer_zoom/tt2049636_shot_0042.mp4,Push,2
./../data/trailer_zoom/tt2050633_shot_0007.mp4,Push,2
./../data/trailer_zoom/tt2050648_shot_0004.mp4,Push,2
./../data/trailer_zoom/tt2050648_shot_0016.mp4,Push,2
./../data/trailer_zoom/tt2050648_shot_0031.mp4,Push,2
./../data/trailer_zoom/tt2050648_shot_0044.mp4,Push,2
./../data/trailer_zoom/tt2051818_shot_0028.mp4,Push,2
./../data/trailer_zoom/tt2051818_shot_0030.mp4,Push,2
./../data/trailer_zoom/tt2051818_shot_0053.mp4,Push,2
./../data/trailer_zoom/tt2051831_shot_0007.mp4,Push,2
./../data/trailer_zoom/tt2051831_shot_0014.mp4,Push,2
./../data/trailer_zoom/tt2051831_shot_0035.mp4,Push,2
./../data/trailer_zoom/tt2053378_shot_0013.mp4,Push,2
./../data/trailer_zoom/tt2053397_shot_0028.mp4,Push,2
./../data/trailer_zoom/tt2053397_shot_0053.mp4,Push,2
./../data/trailer_zoom/tt2055765_shot_0013.mp4,Push,2
./../data/trailer_zoom/tt2055765_shot_0051.mp4,Push,2
./../data/trailer_zoom/tt2055790_shot_0047.mp4,Push,2
./../data/trailer_zoom/tt2055790_shot_0051.mp4,Push,2
./../data/trailer_zoom/tt2055790_shot_0052.mp4,Push,2
./../data/trailer_zoom/tt2055790_shot_0081.mp4,Push,2
./../data/trailer_zoom/tt2055790_shot_0083.mp4,Push,2
./../data/trailer_zoom/tt2056501_shot_0030.mp4,Push,2
./../data/trailer_zoom/tt2056501_shot_0039.mp4,Push,2
./../data/trailer_zoom/tt2056501_shot_0050.mp4,Push,2
./../data/trailer_zoom/tt2056659_shot_0020.mp4,Push,2
./../data/trailer_zoom/tt2056659_shot_0051.mp4,Push,2
./../data/trailer_zoom/tt2056771_shot_0017.mp4,Push,2
./../data/trailer_zoom/tt2056771_shot_0031.mp4,Push,2
./../data/trailer_zoom/tt2056771_shot_0050.mp4,Push,2
./../data/trailer_zoom/tt2057449_shot_0015.mp4,Push,2
./../data/trailer_zoom/tt2057449_shot_0022.mp4,Push,2
./../data/trailer_zoom/tt2057449_shot_0025.mp4,Push,2
./../data/trailer_zoom/tt2058024_shot_0013.mp4,Push,2
./../data/trailer_zoom/tt2058024_shot_0015.mp4,Push,2
./../data/trailer_zoom/tt2058673_shot_0071.mp4,Push,2
./../data/trailer_zoom/tt2059193_shot_0030.mp4,Push,2
./../data/trailer_zoom/tt2059255_shot_0035.mp4,Push,2
./../data/trailer_zoom/tt2059290_shot_0059.mp4,Push,2
./../data/trailer_zoom/tt2059290_shot_0081.mp4,Push,2
./../data/trailer_zoom/tt2059290_shot_0107.mp4,Push,2
./../data/trailer_zoom/tt2061597_shot_0015.mp4,Push,2
./../data/trailer_zoom/tt2061597_shot_0024.mp4,Push,2
./../data/trailer_zoom/tt2061597_shot_0025.mp4,Push,2
./../data/trailer_zoom/tt2061712_shot_0022.mp4,Push,2
./../data/trailer_zoom/tt2061712_shot_0029.mp4,Push,2
./../data/trailer_zoom/tt2062580_shot_0007.mp4,Push,2
./../data/trailer_zoom/tt2062580_shot_0011.mp4,Push,2
./../data/trailer_zoom/tt2062645_shot_0015.mp4,Push,2
./../data/trailer_zoom/tt2062645_shot_0046.mp4,Push,2
./../data/trailer_zoom/tt2062645_shot_0048.mp4,Push,2
./../data/trailer_zoom/tt2062645_shot_0072.mp4,Push,2
./../data/trailer_zoom/tt2062661_shot_0008.mp4,Push,2
./../data/trailer_zoom/tt2062661_shot_0024.mp4,Push,2
./../data/trailer_zoom/tt2062969_shot_0001.mp4,Push,2
./../data/trailer_zoom/tt2062969_shot_0005.mp4,Push,2
./../data/trailer_zoom/tt2062990_shot_0001.mp4,Push,2
./../data/trailer_zoom/tt2062990_shot_0022.mp4,Push,2
./../data/trailer_zoom/tt2062990_shot_0041.mp4,Push,2
./../data/trailer_zoom/tt2062990_shot_0055.mp4,Push,2
./../data/trailer_zoom/tt2062996_shot_0001.mp4,Push,2
./../data/trailer_zoom/tt2063013_shot_0022.mp4,Push,2
./../data/trailer_zoom/tt2063013_shot_0026.mp4,Push,2
./../data/trailer_zoom/tt2063834_shot_0008.mp4,Push,2
./../data/trailer_zoom/tt2063834_shot_0026.mp4,Push,2
./../data/trailer_zoom/tt2063874_shot_0095.mp4,Push,2
./../data/trailer_zoom/tt2064731_shot_0002.mp4,Push,2
./../data/trailer_zoom/tt2064731_shot_0021.mp4,Push,2
./../data/trailer_zoom/tt2064731_shot_0027.mp4,Push,2
./../data/trailer_zoom/tt2065898_shot_0002.mp4,Push,2
./../data/trailer_zoom/tt2065898_shot_0030.mp4,Push,2
./../data/trailer_zoom/tt2065898_shot_0038.mp4,Push,2
./../data/trailer_zoom/tt2065898_shot_0048.mp4,Push,2
./../data/trailer_zoom/tt2065921_shot_0014.mp4,Push,2
./../data/trailer_zoom/tt2065921_shot_0020.mp4,Push,2
./../data/trailer_zoom/tt2066041_shot_0011.mp4,Push,2
./../data/trailer_zoom/tt2066041_shot_0040.mp4,Push,2
./../data/trailer_zoom/tt2066041_shot_0042.mp4,Push,2
./../data/trailer_zoom/tt2066041_shot_0046.mp4,Push,2
./../data/trailer_zoom/tt2066986_shot_0024.mp4,Push,2
./../data/trailer_zoom/tt2066986_shot_0028.mp4,Push,2
./../data/trailer_zoom/tt2066986_shot_0034.mp4,Push,2
./../data/trailer_zoom/tt2066986_shot_0052.mp4,Push,2
./../data/trailer_zoom/tt2066986_shot_0058.mp4,Push,2
./../data/trailer_zoom/tt2069100_shot_0006.mp4,Push,2
./../data/trailer_zoom/tt2069100_shot_0068.mp4,Push,2
./../data/trailer_zoom/tt2069708_shot_0010.mp4,Push,2
./../data/trailer_zoom/tt2069708_shot_0017.mp4,Push,2
./../data/trailer_zoom/tt2069708_shot_0032.mp4,Push,2
./../data/trailer_zoom/tt2069708_shot_0040.mp4,Push,2
./../data/trailer_zoom/tt2069708_shot_0046.mp4,Push,2
./../data/trailer_zoom/tt2069708_shot_0069.mp4,Push,2
./../data/trailer_zoom/tt2069708_shot_0073.mp4,Push,2
./../data/trailer_zoom/tt2069708_shot_0076.mp4,Push,2
./../data/trailer_zoom/tt2069784_shot_0003.mp4,Push,2
./../data/trailer_zoom/tt2069784_shot_0073.mp4,Push,2
./../data/trailer_zoom/tt2069887_shot_0006.mp4,Push,2
./../data/trailer_zoom/tt2069887_shot_0012.mp4,Push,2
./../data/trailer_zoom/tt2069887_shot_0013.mp4,Push,2
./../data/trailer_zoom/tt2069955_shot_0003.mp4,Push,2
./../data/trailer_zoom/tt2069955_shot_0041.mp4,Push,2
./../data/trailer_zoom/tt2070597_shot_0032.mp4,Push,2
./../data/trailer_zoom/tt2070597_shot_0040.mp4,Push,2
./../data/trailer_zoom/tt2070776_shot_0011.mp4,Push,2
./../data/trailer_zoom/tt2070776_shot_0029.mp4,Push,2
./../data/trailer_zoom/tt2070781_shot_0012.mp4,Push,2
./../data/trailer_zoom/tt2070781_shot_0019.mp4,Push,2
./../data/trailer_zoom/tt2070781_shot_0030.mp4,Push,2
./../data/trailer_zoom/tt2070853_shot_0072.mp4,Push,2
./../data/trailer_zoom/tt2070874_shot_0014.mp4,Push,2
./../data/trailer_zoom/tt2070874_shot_0024.mp4,Push,2
./../data/trailer_zoom/tt2070874_shot_0065.mp4,Push,2
./../data/trailer_zoom/tt2070874_shot_0072.mp4,Push,2
./../data/trailer_zoom/tt2070874_shot_0078.mp4,Push,2
./../data/trailer_zoom/tt2070897_shot_0001.mp4,Push,2
./../data/trailer_zoom/tt2071441_shot_0025.mp4,Push,2
./../data/trailer_zoom/tt2071458_shot_0012.mp4,Push,2
./../data/trailer_zoom/tt2071458_shot_0018.mp4,Push,2
./../data/trailer_zoom/tt2071476_shot_0002.mp4,Push,2
./../data/trailer_zoom/tt2071476_shot_0003.mp4,Push,2
./../data/trailer_zoom/tt2071476_shot_0005.mp4,Push,2
./../data/trailer_zoom/tt2071476_shot_0007.mp4,Push,2
./../data/trailer_zoom/tt2071476_shot_0028.mp4,Push,2
./../data/trailer_zoom/tt2071476_shot_0043.mp4,Push,2
./../data/trailer_zoom/tt2071571_shot_0038.mp4,Push,2
./../data/trailer_zoom/tt2071571_shot_0048.mp4,Push,2
./../data/trailer_zoom/tt2071571_shot_0070.mp4,Push,2
./../data/trailer_zoom/tt2071620_shot_0009.mp4,Push,2
./../data/trailer_zoom/tt2072028_shot_0006.mp4,Push,2
./../data/trailer_zoom/tt2072028_shot_0021.mp4,Push,2
./../data/trailer_zoom/tt2072028_shot_0042.mp4,Push,2
./../data/trailer_zoom/tt2072029_shot_0001.mp4,Push,2
./../data/trailer_zoom/tt2072059_shot_0030.mp4,Push,2
./../data/trailer_zoom/tt2072134_shot_0012.mp4,Push,2
./../data/trailer_zoom/tt2072227_shot_0012.mp4,Push,2
./../data/trailer_zoom/tt2072227_shot_0023.mp4,Push,2
./../data/trailer_zoom/tt2072227_shot_0030.mp4,Push,2
./../data/trailer_zoom/tt2072227_shot_0033.mp4,Push,2
./../data/trailer_zoom/tt2072227_shot_0055.mp4,Push,2
./../data/trailer_zoom/tt2072227_shot_0087.mp4,Push,2
./../data/trailer_zoom/tt2072233_shot_0026.mp4,Push,2
./../data/trailer_zoom/tt2072233_shot_0027.mp4,Push,2
./../data/trailer_zoom/tt2072233_shot_0034.mp4,Push,2
./../data/trailer_zoom/tt2072233_shot_0061.mp4,Push,2
./../data/trailer_zoom/tt2072233_shot_0085.mp4,Push,2
./../data/trailer_zoom/tt2072236_shot_0012.mp4,Push,2
./../data/trailer_zoom/tt2072236_shot_0014.mp4,Push,2
./../data/trailer_zoom/tt2072236_shot_0015.mp4,Push,2
./../data/trailer_zoom/tt2072236_shot_0016.mp4,Push,2
./../data/trailer_zoom/tt2072910_shot_0008.mp4,Push,2
./../data/trailer_zoom/tt2072933_shot_0003.mp4,Push,2
./../data/trailer_zoom/tt2072933_shot_0028.mp4,Push,2
./../data/trailer_zoom/tt2072933_shot_0045.mp4,Push,2
./../data/trailer_zoom/tt2072933_shot_0061.mp4,Push,2
./../data/trailer_zoom/tt2072933_shot_0064.mp4,Push,2
./../data/trailer_zoom/tt2072933_shot_0087.mp4,Push,2
./../data/trailer_zoom/tt2073016_shot_0008.mp4,Push,2
./../data/trailer_zoom/tt2073016_shot_0021.mp4,Push,2
./../data/trailer_zoom/tt2073016_shot_0030.mp4,Push,2
./../data/trailer_zoom/tt2073029_shot_0047.mp4,Push,2
./../data/trailer_zoom/tt2073029_shot_0063.mp4,Push,2
./../data/trailer_zoom/tt2073029_shot_0064.mp4,Push,2
./../data/trailer_zoom/tt2073029_shot_0065.mp4,Push,2
./../data/trailer_zoom/tt2073128_shot_0012.mp4,Push,2
./../data/trailer_zoom/tt2073128_shot_0013.mp4,Push,2
./../data/trailer_zoom/tt2073128_shot_0015.mp4,Push,2
./../data/trailer_zoom/tt2073128_shot_0021.mp4,Push,2
./../data/trailer_zoom/tt2073128_shot_0030.mp4,Push,2
./../data/trailer_zoom/tt2073131_shot_0020.mp4,Push,2
./../data/trailer_zoom/tt2073564_shot_0003.mp4,Push,2
./../data/trailer_zoom/tt2073564_shot_0005.mp4,Push,2
./../data/trailer_zoom/tt2073564_shot_0008.mp4,Push,2
./../data/trailer_zoom/tt2073564_shot_0013.mp4,Push,2
./../data/trailer_zoom/tt2073564_shot_0036.mp4,Push,2
./../data/trailer_zoom/tt2073564_shot_0055.mp4,Push,2
./../data/trailer_zoom/tt2075172_shot_0068.mp4,Push,2
./../data/trailer_zoom/tt2075232_shot_0005.mp4,Push,2
./../data/trailer_zoom/tt2075263_shot_0025.mp4,Push,2
./../data/trailer_zoom/tt2075280_shot_0025.mp4,Push,2
./../data/trailer_zoom/tt2075352_shot_0003.mp4,Push,2
./../data/trailer_zoom/tt2075352_shot_0012.mp4,Push,2
./../data/trailer_zoom/tt2075352_shot_0014.mp4,Push,2
./../data/trailer_zoom/tt2075378_shot_0029.mp4,Push,2
./../data/trailer_zoom/tt2076176_shot_0011.mp4,Push,2
./../data/trailer_zoom/tt2076176_shot_0060.mp4,Push,2
./../data/trailer_zoom/tt2076176_shot_0074.mp4,Push,2
./../data/trailer_zoom/tt2076213_shot_0004.mp4,Push,2
./../data/trailer_zoom/tt2076213_shot_0008.mp4,Push,2
./../data/trailer_zoom/tt2076213_shot_0016.mp4,Push,2
./../data/trailer_zoom/tt2076216_shot_0031.mp4,Push,2
./../data/trailer_zoom/tt2076216_shot_0036.mp4,Push,2
